nCount_RNA	group	1_-9_-9_0.5_0.5_0.5_x	1_-9_-9_0.5_0.5_0.5_y	1_-9_-9_0.5_0.5_0.5_x_expression	1_-9_-9_0.5_0.5_0.5_y_expression	1_-9_-9_0.5_0.5_-0.5_x	1_-9_-9_0.5_0.5_-0.5_y	1_-9_-9_0.5_0.5_-0.5_x_expression	1_-9_-9_0.5_0.5_-0.5_y_expression	1_-9_-9_0.5_0.5_0_x	1_-9_-9_0.5_0.5_0_y	1_-9_-9_0.5_0.5_0_x_expression	1_-9_-9_0.5_0.5_0_y_expression
9762	group1	1	1	-8.080505005650773	-8.30539450232696	4	3	-8.76865763366634	-9.072009553180393	1	0	-9.68379138421972	-9.095654688924586
21171	group2	1	2	-10.116937798033875	-9.309111661490684	5	5	-8.550470112113423	-8.863892646504864	8	0	-8.326627989963319	-9.99991295479132
13933	group3	0	0	-8.986486622382815	-8.486725258520403	3	0	-8.405636011834067	-8.66726314855501	1	6	-9.32085075347325	-8.013452537863301
13086	group3	0	1	-9.315923451521673	-9.18543262522978	1	4	-8.689261241678345	-8.92654049209461	1	3	-8.635705604067974	-8.763215180666604
19100	group2	1	2	-8.971927403722145	-9.334981817886241	1	4	-9.499667841636938	-8.62379331809305	3	0	-8.373004217526226	-9.030468572671921
14393	group1	2	3	-9.61142127526643	-9.081437204089408	1	2	-9.353361938024921	-8.619068463524263	2	3	-9.05911886288014	-8.612807299711491
18572	group3	1	1	-10.397894798917285	-9.940296742871993	2	1	-8.837293354032878	-9.503574138097248	3	1	-8.544467327229755	-9.503631812038332
15669	group3	7	3	-7.635299726212332	-8.238850624866268	4	4	-8.695406187187832	-8.41358659774614	8	0	-8.205932057836058	-9.841876204942277
10027	group2	1	1	-9.159206795418447	-9.126672234972268	3	1	-8.648803998859087	-9.082083483067544	2	3	-9.317353877679269	-7.43215924192803
18878	group3	4	4	-8.156695349642145	-8.228678670357855	1	1	-8.584230637924614	-9.291219941864878	2	3	-9.225302920677741	-8.641318849820346
22220	group3	4	3	-8.829369708202986	-8.856509062651737	4	0	-8.629818943027605	-9.769278864807603	0	2	-9.470259494383923	-9.129408564394094
28973	group3	1	4	-9.173821051696082	-8.71596375526563	6	4	-9.183064416454776	-9.19621984412436	5	7	-9.329181605555258	-9.168284972348031
15169	group2	1	0	-9.801643140771656	-9.462324290916929	0	1	-8.628108557054219	-8.870060516656487	3	4	-8.640627350723538	-8.094034812046797
14900	group3	4	3	-8.3000180910475	-8.734106572273793	1	1	-9.124108632341354	-9.239550779065262	3	6	-8.53170300353837	-8.189842902393888
18374	group3	4	4	-8.695968105512565	-8.726440621376177	3	1	-8.596169060742438	-9.67424799972061	0	6	-9.22185962895094	-8.235288824040868
12057	group3	0	0	-8.724677217253092	-8.901879740244011	1	3	-9.518627461015978	-8.525284739807383	3	1	-8.686330966648764	-8.282430155324537
19255	group2	2	4	-8.834887357112247	-8.362426718610662	4	6	-8.75459828820591	-8.886946015411425	1	4	-9.177786923920713	-9.08520573186936
15736	group1	1	1	-9.604440820325244	-9.129240035132597	1	4	-9.110738987348483	-8.389277699330169	3	2	-8.28568922610511	-8.664523096129878
12346	group3	1	1	-9.07618988723901	-8.850750666495333	1	2	-9.072723290393201	-9.389208658528407	2	0	-8.916783494811583	-9.313370887384199
10788	group3	3	3	-8.349873202598461	-8.857709617063307	3	0	-8.446687944294283	-9.900002321444552	1	2	-9.021931424701883	-8.730053429243648
18576	group3	1	5	-8.908182686076662	-8.617590511945183	6	2	-8.654902283697366	-8.983192289547826	5	4	-8.612439493002194	-9.251878176133888
17356	group1	5	2	-8.647640273536895	-9.220369636713093	1	2	-9.279328797283139	-9.00792465976463	2	2	-9.145771621544636	-8.76195869690627
11755	group3	2	1	-9.143923755343863	-8.9339974104585	0	3	-9.697049489012258	-8.936515267845559	0	3	-9.531734746019591	-8.510131863756783
21030	group3	3	2	-8.902164290625995	-9.236684329356079	2	1	-8.83714361313042	-9.755989160346969	1	1	-8.985028983811812	-9.051257291114693
12437	group3	0	5	-8.920909060857987	-9.132856512315643	2	1	-8.588758456253348	-9.543070910618779	0	0	-10.193162207556808	-9.786728971717853
19220	group3	6	1	-8.835139252560685	-8.880985744561979	2	1	-8.821932801032478	-9.563755755411666	3	3	-9.510802751835879	-9.285745701204126
15234	group1	0	1	-9.781175657556368	-8.869531234305727	1	2	-9.945133429003347	-8.79357735570485	3	4	-9.544526008318357	-8.810887617068774
20287	group3	0	2	-9.83077580307143	-9.51740418351891	6	0	-8.610295271595607	-9.514519074344038	2	1	-8.931855542986577	-9.133143285118507
16362	group3	3	0	-8.748602242788959	-8.903615695334889	2	2	-9.068534873394261	-8.693466661958631	1	2	-10.01717862718743	-8.3010762783376
10263	group3	0	3	-9.172138053370428	-8.596617645674154	2	1	-8.974903179845027	-9.214399110256158	0	5	-9.13939506781103	-8.704764687179008
13902	group3	6	4	-7.867032029931454	-7.738131151162468	2	0	-8.69640297184963	-8.93707884293576	5	4	-9.335584526802029	-9.00147026764433
38617	group3	12	11	-8.136259223534443	-8.138194313455529	3	0	-9.186932758774175	-9.99523665196063	8	5	-8.652806522408282	-8.88337194956795
20467	group1	4	2	-9.34580954523944	-9.801280050224563	2	2	-9.370718655561493	-9.220061081119342	5	3	-8.520393122408016	-9.09220773429037
15587	group3	4	7	-8.335769435100692	-7.687209091144604	4	4	-8.624706792609569	-8.685776122487662	6	2	-8.005816719100332	-9.94874093856205
19944	group3	1	1	-9.77668448952514	-9.527395960740604	5	1	-8.58109671982675	-8.505777783418496	3	7	-9.278180109021044	-8.512773662061702
17273	group3	0	2	-9.342924670279503	-9.744169560392795	2	4	-8.24903527468989	-9.636993903540606	4	4	-9.128502913374756	-9.224856786462261
16981	group3	0	5	-9.932913235823246	-9.082601135930398	4	5	-8.959375292535253	-8.630740047895559	3	4	-9.89107595364526	-8.404637342470549
13657	group2	3	0	-9.347471654782069	-9.20693956230834	5	4	-8.641934501646759	-9.282656025732843	0	4	-9.953333602882878	-8.75103222545651
12133	group2	2	2	-9.838667037853085	-9.272693263972874	2	3	-9.028446168952403	-8.930902377626515	3	1	-8.907847297410662	-8.568119474211036
19306	group3	3	4	-9.015754891235318	-8.335741566916187	1	1	-8.835101753404592	-10.031647715762118	4	2	-8.276501310321757	-9.357944724268917
13269	group3	2	1	-9.36210347880179	-9.28275608302054	1	2	-9.146007837621868	-8.683327660135784	2	1	-9.411927609118472	-9.166327626464392
16197	group3	0	2	-9.795889964214066	-9.3331637161014	3	2	-8.85562050176581	-8.827520574182104	3	6	-9.867517361846234	-8.598434199893521
19443	group1	1	3	-9.196037070418143	-9.449961169293594	1	3	-9.757945790492332	-8.824452919821999	1	1	-9.208396667218404	-8.930858195272377
13133	group3	1	3	-9.083776494074964	-9.638033700225964	2	2	-8.965288935098874	-8.288680796584327	1	2	-9.576088255714124	-9.00732365008288
15649	group3	4	1	-8.521930604450406	-9.368561242943228	1	6	-9.295019178879935	-8.406894031427948	0	1	-9.324075680640092	-9.051769250875308
16351	group1	8	2	-8.372740684299563	-8.15121263263761	1	2	-9.666898660477337	-9.049820854913841	2	2	-9.561249579596609	-8.50289173834912
17327	group3	1	6	-8.985678657762062	-8.943301457139283	4	0	-8.530685132089046	-8.94987627168588	1	1	-9.341240266763082	-10.293863952440223
9118	group3	0	1	-9.343817780766392	-9.16882593686766	0	2	-9.528938190327777	-8.231678937958968	1	0	-8.695023522496056	-9.168035652667815
19677	group2	7	2	-8.634542262731237	-8.597826371350914	2	1	-8.840509368689611	-9.217483745161678	1	5	-9.460654283429827	-7.766414841274236
19348	group3	3	4	-8.840965145849365	-9.100950350249832	4	7	-8.868342730224779	-8.108402090474238	1	0	-9.045664162805133	-9.689311993239105
20146	group3	2	5	-8.854714937558743	-9.037422949606885	0	3	-9.477476267803574	-8.767533967312039	0	3	-9.327894430816523	-8.830690672925854
13159	group3	6	5	-8.635362486266175	-8.802492770514684	1	1	-9.167570035373776	-8.597383364353178	0	3	-9.134010664930084	-8.400449089735838
17486	group1	1	7	-9.617556642717526	-8.585943974789819	0	8	-9.896653865959786	-7.78588126422138	3	0	-8.489173750406131	-9.416960828098722
19441	group1	6	5	-8.776715562650814	-8.515756882936387	4	2	-9.041615140764367	-8.975836255763745	3	3	-9.002291451511502	-8.700466701839073
15830	group3	6	5	-8.76473229364372	-7.969719882392613	3	2	-8.738455989156224	-9.767452792896487	1	2	-9.227653559504054	-9.25317582546951
13519	group2	4	3	-8.890363162949882	-8.820925333715493	3	0	-9.003653150166935	-9.380389704407886	3	4	-8.581457569047046	-8.795769492472669
12824	group1	0	0	-9.800058017377982	-9.30621944590791	3	3	-9.065654784015022	-8.86242490211773	1	2	-9.722423682458702	-9.295584723229382
13168	group1	1	2	-8.492804156236883	-8.215207721298434	2	3	-9.036447790019336	-8.182837355657345	1	0	-9.227825895602004	-9.080199345660649
13228	group2	3	3	-9.056317142850576	-8.746755368577904	3	0	-9.124099842988656	-8.950664237956865	2	2	-9.379949865820599	-8.349965169060985
14848	group3	3	2	-9.249994193766552	-8.881974557123366	8	1	-8.108509231294926	-9.678060221100814	1	0	-9.505899591036894	-9.563880924474411
10244	group3	0	2	-9.09145691695767	-9.16138408277053	0	0	-9.487261023393335	-8.874574997716486	2	0	-8.915547487250054	-10.14754810934779
14969	group2	0	2	-9.123635207081296	-9.895658497005618	2	1	-9.013800041142513	-9.312725383034923	1	2	-9.536299877268908	-8.707556471862823
12276	group3	3	3	-8.573579732526792	-9.051379238205447	1	3	-9.312075145210034	-8.354621843166433	1	1	-9.682993326615215	-9.442517359205125
9003	group3	1	1	-8.830216112063246	-9.04518747726123	0	3	-9.836932081539066	-8.743130910600915	1	1	-8.47681514822531	-8.791148372881151
12498	group2	1	1	-8.813283787933965	-9.058502887110356	0	5	-10.374238745379895	-8.030970420928668	0	2	-8.990504436094188	-8.896625517761043
25746	group2	3	7	-8.385645195614359	-9.207671000581513	6	2	-8.517367474398066	-9.366481507710477	1	3	-9.356630714428606	-8.862902835235648
14040	group3	4	6	-9.060764855637604	-8.906612400875783	5	3	-8.313357867704237	-8.7576493465181	1	4	-9.118557339783157	-7.766653631315441
21460	group3	6	3	-8.577537263826894	-8.906006044672415	2	1	-9.00023850318396	-9.323321539206813	3	1	-8.746580025432117	-9.184460761281581
17736	group3	5	5	-9.140650427355695	-8.301129975598071	2	7	-9.12412754657027	-8.246574529247196	0	2	-9.04143406419791	-8.987747835423678
16456	group3	5	1	-9.178349006698344	-8.984479186674555	2	2	-8.763069349217313	-9.458781240600517	1	1	-9.704301494642781	-9.42590781503774
22721	group3	4	4	-8.744934238947218	-8.994906777327415	3	3	-8.890735242325135	-9.173699251950325	6	1	-8.250090271320069	-9.71538914568106
11407	group3	2	2	-9.00509584730906	-8.234031951990804	1	3	-9.432429569421492	-7.923302954544549	0	2	-9.303451149358045	-8.500781708616474
14317	group1	3	1	-8.338684685210977	-8.188699544661795	1	0	-9.148857327800231	-8.199402971184945	2	0	-8.256497899377937	-9.523626198629197
19518	group3	1	5	-8.925684121412994	-9.053495269408186	1	6	-8.79468964966689	-8.755370857831862	4	1	-8.279939954158806	-9.192264322277119
17465	group2	7	2	-8.01296928630529	-8.6304820016681	2	3	-9.161473245978426	-9.202202479293616	5	6	-8.182031000235952	-8.759268007664277
20988	group3	0	3	-9.251640047426738	-9.598506540281099	2	3	-10.165422984784275	-8.702044077090909	1	6	-9.150719674711567	-8.64435309859302
17348	group3	1	2	-9.548092700270793	-9.213228352547878	2	0	-9.149872615939724	-9.128534996902943	5	1	-8.728235650450305	-9.394611491717757
11031	group3	3	0	-9.441253367517502	-9.060507623193493	5	1	-8.378825944683253	-9.803514877819826	7	0	-7.933500544798739	-9.179681211109138
16442	group2	3	2	-8.357424268438645	-8.594454125852616	5	4	-8.917465662227313	-8.845259531951847	2	2	-8.430852767959001	-9.249889421216162
11858	group1	3	2	-8.978252191351851	-9.609433331668855	0	0	-8.456689799240868	-9.160955765308097	0	0	-9.920721448031973	-9.568273019620829
11982	group3	1	2	-9.58088345831998	-9.860702668707283	0	3	-8.932464942983058	-8.657596477230413	2	0	-9.057174809693507	-8.665478866297464
14487	group3	1	1	-8.715870884487225	-9.228433863426586	4	0	-8.280829014149942	-9.942251744067649	2	5	-8.12591441011884	-8.965912034258116
13764	group1	2	1	-8.974948103785174	-9.341851602791428	4	1	-8.590460202224834	-9.119899230117936	4	0	-9.147840593331146	-9.621782633232488
18915	group1	5	0	-8.610312583995505	-9.179674227063659	7	2	-8.808500662956495	-9.446690395583387	2	2	-9.029796651791946	-8.8566291173175
14170	group3	1	0	-9.107889102353496	-9.924202497453301	3	1	-8.804029147926514	-9.793804977479574	0	5	-10.113887130934929	-8.354330508250781
17759	group3	1	3	-9.254607869705865	-9.136072791997538	4	2	-8.354127665592117	-9.16570895388592	6	4	-8.438082091098629	-7.868216011178618
9571	group3	0	1	-8.93440950830486	-9.44473566880093	0	0	-9.148102565924539	-10.072880497281286	0	3	-9.462626726773212	-8.987870466983804
15740	group2	0	0	-9.688719672478879	-9.206526103652502	1	4	-9.237851796026364	-8.993884607963283	0	2	-8.999991411163917	-9.671679738253228
15249	group2	3	0	-9.147266232215177	-8.990935358115859	2	1	-9.103673685522809	-8.635277462936529	1	0	-9.433735626197313	-9.501436254575427
16771	group3	1	2	-9.09262406439347	-8.771098835500233	0	1	-8.967211732319637	-9.25022000947522	4	3	-8.751262010710033	-8.793131556004479
8624	group3	0	3	-8.783124406528499	-8.50569627096015	1	1	-8.760158826056275	-9.2520950040576	2	0	-8.334296372940944	-9.211107725473866
14252	group3	0	0	-8.82343740504528	-9.528451620496073	3	2	-8.611649903893177	-9.29902789725803	1	5	-9.709149575496857	-8.79012861865617
8958	group3	3	3	-7.834445329462239	-7.893060294693484	1	3	-9.761859963974228	-8.579571338601376	1	0	-8.824893423344149	-8.676762307531378
16416	group3	2	4	-9.234555168455358	-8.625529723530729	3	1	-8.884155601837303	-9.442031689658522	7	1	-8.386542212593161	-9.303316507088274
13221	group3	0	0	-8.900490744873741	-9.149389552565063	3	4	-9.09805621339548	-8.581881431651134	6	4	-8.610809549311853	-9.513265322259915
14231	group3	3	3	-8.389124087276695	-8.433255928429713	1	4	-9.439436979675914	-8.211187266288112	4	6	-8.932209495381015	-8.665278387159256
17030	group1	5	1	-8.471510862330254	-9.022870700529937	2	6	-8.938915322915182	-8.839298140415464	1	5	-9.06861002328654	-8.901832964241606
21606	group3	2	5	-9.212104853711695	-8.683611237469604	4	3	-8.291580440067237	-9.431719490628813	4	1	-9.708291120831936	-9.336441804610127
5068	group3	1	0	-8.77790170747633	-9.302433034425999	0	0	-8.554614755853219	-8.411717879887396	1	0	-8.93609016123491	-9.613402852349774
23847	group3	2	3	-8.867196437617611	-9.416230287676617	1	6	-9.799596410574598	-8.615133679235262	0	10	-9.438776414408398	-7.793776378725729
6497	group1	3	1	-8.440409146623345	-8.193281953157319	0	0	-8.534573931815197	-9.029167544096483	0	0	-8.88316568277293	-9.425965288232048
34918	group3	3	10	-9.040083781493683	-8.483298312596107	7	2	-8.334279805387819	-10.126513672318046	4	8	-9.531310998957562	-8.325039881821754
14121	group3	2	4	-8.933071656354016	-9.336281778508647	4	1	-8.99827976788724	-8.682067507850856	1	3	-10.42131786135118	-9.203858627543676
15058	group2	2	1	-9.418840722986271	-8.771083225916646	3	1	-8.788671143914831	-8.631631549077554	3	1	-8.728210083195995	-9.327827193008254
13896	group2	4	0	-8.653001942702678	-9.183567303287724	2	1	-8.858199822274083	-9.095204832918753	1	1	-8.787455471530022	-9.576717634106526
20042	group3	7	1	-8.510315150337814	-8.916845649496086	4	3	-9.188932005852006	-9.357934240619043	2	2	-9.061212883062826	-9.034715743591478
23299	group3	4	3	-8.165496060169142	-8.811738404072239	2	2	-9.15699591443837	-9.119199255179137	2	5	-9.05061018673099	-8.985376627924786
26573	group3	1	2	-9.460259718385736	-8.905531788377944	0	2	-9.687117384266877	-9.618999078166814	3	5	-9.040142862899657	-8.499360104719429
7920	group3	1	3	-9.039945394772605	-8.646654258662759	2	1	-9.182397558974712	-9.08901728621405	1	0	-9.192697130309176	-9.356450936813594
16479	group2	2	1	-9.814251045920154	-8.972270549595361	4	1	-8.722630411903596	-9.25513689468729	1	0	-9.203559184900636	-9.215413612523808
13783	group3	3	0	-8.831954815938548	-9.006663002101	6	2	-8.564616512146037	-8.972875861217894	1	0	-9.826308513826799	-10.020993216772789
13535	group2	1	1	-9.206799119959733	-9.158010711263188	0	5	-9.31875349745892	-8.240449245148964	2	2	-9.741968815378593	-8.92337758784973
48068	group2	2	3	-9.454925501878924	-8.806646273877307	7	11	-9.326230402011113	-8.492091162892782	6	2	-9.399749449688008	-9.272223595551594
15843	group3	0	5	-8.868254745867315	-8.759985697095903	1	2	-9.333699586326007	-9.305807903082364	7	3	-7.631150728438114	-8.503435689286531
24812	group2	4	4	-8.535251748314746	-8.61497007837533	6	6	-8.538572422418486	-8.856623033380867	3	1	-9.171545638562003	-9.382548740490051
11932	group3	4	0	-8.519062948787113	-8.897834175411875	1	0	-9.453205864152567	-8.790475314074122	1	0	-8.378093372615611	-9.45771467872775
14223	group2	3	1	-8.793222426990047	-9.016499053982582	2	3	-8.783230525919214	-8.688174601855474	3	3	-8.447866842286643	-8.772541117335441
46257	group3	0	10	-9.361856143691385	-8.959938379051021	10	14	-8.52605690097682	-8.663597674447638	10	3	-8.37361703633104	-9.429615459307275
13485	group3	2	5	-8.60462774347515	-8.102948463595233	3	1	-8.476143446212754	-9.128619711431647	2	0	-8.614606847524355	-9.974075182001645
23116	group3	11	12	-8.097822229094017	-7.974096003079879	2	4	-9.257702539263578	-8.65448290195427	4	5	-9.154252163395212	-8.527374745308643
16560	group3	1	1	-9.14488805789658	-9.47024457052072	4	0	-8.996461769502732	-8.732752114115513	1	1	-8.719591129170663	-9.986822888847602
13370	group1	4	2	-8.70535393635028	-9.096239930963163	5	0	-7.902675094767655	-9.860481134294686	3	2	-8.725289070840835	-8.841119693561001
12866	group3	3	2	-8.594396629666797	-10.180480425517288	0	1	-9.395652213781943	-8.402617088607714	1	0	-9.101177126146373	-9.431154533522122
13982	group3	7	3	-8.095207336866862	-9.06370365011841	1	2	-9.787699467828382	-8.799232996872759	1	1	-9.2102673739359	-9.356910588163553
18517	group2	2	0	-9.406382762078785	-8.756773484387251	5	0	-8.889234929266213	-8.942965805181014	3	2	-8.595922519205683	-8.836521768449861
14275	group3	4	0	-9.683005850695418	-9.34893033690118	6	2	-8.591184474223846	-8.81294130471857	3	2	-8.534903532730558	-8.72471601650166
28632	group3	2	2	-8.91596975235674	-9.299000602245131	2	2	-9.338716205090003	-8.913475742830165	1	5	-9.711251013829964	-9.00182405104202
17558	group3	0	1	-9.68341680192949	-9.371759737620907	0	1	-9.149436949455543	-8.439589028552772	7	0	-7.997449927444721	-9.625603878518813
13380	group3	2	3	-8.314513714404926	-8.954296051756852	4	2	-8.65618375949348	-9.028193168847311	0	1	-8.929576044765362	-9.460780402976045
14868	group3	1	4	-8.998228595265441	-8.457322092359155	1	4	-9.075940155176312	-8.744444811926801	1	1	-9.515237648030022	-8.964422258690709
18320	group3	2	1	-9.945587290387545	-9.137689533560925	5	1	-8.14200915306418	-9.219104748256989	4	7	-8.610552913948046	-8.686040522037947
19065	group2	5	2	-8.574268078366508	-8.75419632780646	1	2	-9.287231679222597	-8.723232562896552	4	2	-8.83904734911841	-8.594939118528718
17303	group2	0	0	-9.65374223848027	-9.54371466100929	3	3	-9.067800670539636	-8.76261570969767	1	5	-9.88589244763693	-8.66172476449445
18099	group2	1	2	-9.00068066120144	-9.661154309077087	2	1	-9.015057390225003	-9.274294156240263	0	4	-8.868664175140962	-9.162912002129332
14507	group2	1	3	-8.836101323183474	-8.843995814387641	0	1	-9.191650904807949	-9.103540701412781	4	0	-9.07640723268081	-9.498203347344848
14182	group3	0	1	-8.74331713531216	-8.950182470134674	0	0	-9.081579293066323	-9.497664172713064	5	1	-8.48847888583662	-9.448474835593311
15645	group3	4	6	-8.700952070803922	-7.885399985779362	3	4	-8.630058724773988	-8.866424390187623	0	2	-9.809993989378485	-9.074768848817538
7855	group3	1	0	-8.701186078770162	-9.427838974327623	0	0	-9.081046608550306	-8.89411728862432	1	0	-9.361595521671145	-9.106659151941138
13959	group3	1	0	-9.486088535668792	-9.449871539095321	2	1	-8.97006774476042	-9.241476365581251	3	3	-8.314433950243826	-9.140208221171202
17039	group2	1	1	-9.26738360866832	-9.359464681402335	7	4	-7.940257135780317	-9.232838767932124	4	4	-9.009200774702638	-7.936157328402901
23889	group3	4	7	-8.478458669012744	-8.852133705467873	4	3	-9.060505001553521	-9.687797759485067	2	8	-9.773377775874803	-8.886192303574534
13642	group2	0	2	-9.351213975801265	-8.957118166543957	3	2	-9.110016577799673	-8.762961272220606	4	1	-8.484981954130133	-8.310487712868508
14115	group3	0	2	-9.383493548826205	-9.05309019461776	1	0	-9.144001993361627	-9.592099601337033	6	2	-7.943875377093982	-9.398386319497781
13272	group3	0	0	-9.604646149078704	-9.45183197463809	2	4	-8.01150331011737	-9.20517618559281	3	0	-8.762513044214659	-9.115364667103377
19617	group2	0	3	-9.725823154014845	-9.161085094588335	2	2	-9.112522356383517	-9.214165099335187	0	0	-9.294820828531565	-9.430720830273941
17120	group3	6	1	-9.12460088538109	-9.14960314042834	1	7	-9.940752887090834	-8.331580481541952	1	3	-9.800236078504827	-8.898992012492242
15647	group3	2	2	-8.530427688070015	-9.117193909716846	2	3	-8.46386966308511	-9.264273575973517	3	1	-8.688591639304038	-9.599162147682474
20050	group1	4	7	-8.675547447206164	-8.002748476790192	2	6	-8.768130117475577	-8.450748109918223	5	1	-8.683966753029566	-9.34341812708284
17880	group3	3	2	-8.88078205774873	-9.137371073390149	3	2	-8.253836312399928	-9.602203706979205	1	1	-9.57455904214674	-10.382708009895143
22682	group3	1	4	-9.95135090791361	-9.446674972043825	4	1	-8.150759290556142	-9.619122819024092	6	3	-8.511039772191406	-8.704993479485324
21965	group3	3	4	-9.30450681875634	-8.781274894656526	1	2	-8.83201986711485	-9.399209821713733	2	3	-9.221713794671173	-9.259053032094073
14617	group2	3	1	-9.03688809386554	-8.835077135540358	3	3	-8.47154510756597	-9.10939869136252	0	2	-9.718163828382723	-8.804091501338089
21493	group3	1	0	-10.085130480037554	-9.531856990538303	1	6	-9.724164736440287	-8.319206892181665	2	2	-9.09555493130403	-8.791431989701945
12831	group3	1	3	-9.088992967758202	-8.716725199151274	2	2	-9.014307382785764	-9.237770001767252	3	0	-8.973185811803678	-9.769898411904544
15221	group2	1	1	-9.518633745855398	-9.550252365194055	1	2	-9.483936732750957	-9.032256074548666	0	2	-9.844534933451211	-8.850056973957521
25240	group3	4	4	-9.327160808482393	-8.359945013407259	1	11	-10.59273682780001	-7.524549833570125	2	5	-9.910688746602299	-8.921397851688607
18333	group3	4	3	-8.584863499586175	-9.212229872449818	1	4	-9.704312043481705	-8.22245658104644	4	2	-8.601500758114971	-9.702742078487177
17004	group3	0	2	-9.682522095288352	-8.501184700123755	1	1	-8.796127123620543	-9.986872717000837	4	3	-8.715258535794986	-9.030575194940447
26210	group3	1	0	-9.568460872281022	-9.046452203841758	1	2	-8.996363863264014	-9.364943405358595	5	4	-8.781669948011574	-9.36756141838921
14439	group3	5	1	-7.987855308939724	-8.214693553137076	0	2	-9.180155931938295	-9.39918417066819	2	3	-9.054289888702176	-8.829737287234977
25820	group3	0	0	-9.494865935784611	-9.641222225838526	1	19	-9.483490546525834	-7.455321885148521	6	4	-8.12179426493539	-8.670724606067783
17044	group2	0	0	-9.768900528115857	-9.471087376703851	6	2	-8.093896152705666	-9.670024269902358	2	1	-8.787971753889776	-9.690219562264758
13810	group3	1	3	-9.67609752881518	-8.773297231733613	0	1	-9.601870309993846	-8.572213494288649	3	0	-8.86802283806892	-9.377509002736627
13125	group2	0	3	-8.752187847755948	-8.92180427862613	4	1	-8.626424568190664	-8.83413948721685	0	3	-9.068021079524435	-8.89640420576908
16602	group3	3	0	-9.190598364073	-9.014983638580885	1	1	-9.535985362743867	-9.079875156563052	3	2	-8.542058945789693	-8.730369481878467
23241	group1	3	8	-8.663411321130706	-7.981783427218709	4	6	-9.651243229751907	-8.602007291749455	5	4	-8.932829277006137	-9.05592338263938
12828	group3	0	1	-9.149291570025866	-9.164928942769189	0	5	-10.043838562564682	-8.446310851001067	2	0	-8.34313774229735	-9.471251050812318
15647	group1	0	0	-9.262364655928529	-9.392651856091462	5	0	-7.976220759032742	-9.984043400589389	1	6	-9.00456184865827	-8.330622344845716
15387	group3	0	1	-9.632144667777647	-9.531435511494863	1	4	-9.394123031521595	-8.358353500928287	6	2	-9.12073881545247	-8.60462796877857
12877	group3	0	2	-9.184116561700094	-9.558892056006487	2	1	-9.29527066956176	-9.179927687475445	3	3	-8.573511262522356	-8.024984420299813
13427	group3	3	4	-9.06559106548265	-8.811817481336854	1	2	-9.859698855088698	-9.084741584224224	4	2	-8.45208152498382	-9.852918529635176
16102	group3	3	0	-8.517412458089538	-8.78048429048534	1	1	-9.643673691251964	-8.979737187199614	2	3	-9.022101519730676	-8.875328379604861
16997	group3	0	3	-9.345751929497037	-8.723710391884353	3	1	-9.064708615086984	-9.616466003818944	3	3	-8.607261119736204	-8.829938513179515
18550	group3	2	6	-9.644727487882621	-9.127639982978513	4	1	-8.221371501535273	-9.051416675491932	8	6	-8.076360471972542	-8.472507665162908
22845	group3	0	3	-9.445077037287648	-8.929783484100659	11	1	-8.43156459681393	-9.495484051907413	1	1	-9.624034314702568	-9.350302072207693
10396	group3	1	0	-9.796479250449414	-9.648658803498538	0	2	-8.383715839902186	-9.123640640046219	2	5	-10.073008183425122	-8.16311168797579
36532	group1	4	3	-9.420966189066815	-9.065928169658754	4	2	-8.397342132817695	-9.627148009521468	5	7	-9.101818159916387	-9.113232993121475
14924	group3	5	7	-8.19394958126681	-8.18136600874109	3	2	-8.814927611988686	-8.072025863393325	0	2	-9.842144055814789	-9.271081010536413
14756	group3	3	5	-9.45374432375586	-9.01535135875085	2	2	-8.694186083275895	-9.776793006428687	0	0	-8.837577534004861	-9.261936468900625
14092	group3	0	1	-9.187881152344909	-8.639751037715627	0	1	-8.593679943784444	-8.689316493743805	0	3	-9.259732747848574	-9.376875604375137
7954	group3	0	3	-8.760565850404108	-8.78918831166976	1	0	-8.33504339894839	-9.281504141214945	1	0	-8.066395723219257	-9.347865064746768
12441	group3	1	1	-9.47127654454707	-10.088175754038197	1	1	-8.976488181953215	-9.579390741174189	0	0	-9.806736575349923	-9.337966997503178
16689	group3	1	1	-9.006567067962989	-9.024228411537589	4	2	-8.258624253874903	-9.707756549903362	1	0	-9.25677098762467	-9.13030229728961
15110	group3	6	0	-8.902237313950957	-9.114918663630275	0	2	-9.443845667097019	-8.642914210222232	3	0	-9.209258647202095	-9.653796061987407
10245	group3	1	0	-9.085664642331896	-9.568567319405776	3	0	-8.200486572662573	-10.118995318576875	0	1	-9.19152762192195	-8.8964772113096
19081	group2	4	4	-8.617195886618253	-8.327349700385916	0	6	-9.190163437949975	-8.405130005546287	0	7	-9.802994408745848	-8.092785457254282
19785	group3	7	6	-8.64365894784826	-8.408761519698174	1	4	-8.733559951287633	-8.556042151273497	6	0	-8.23390071249402	-10.015259807346215
20400	group3	6	3	-8.901208566638765	-9.198171239088765	2	0	-8.74235748601508	-9.920040906932298	1	4	-9.282479247732242	-8.584821380037143
15536	group3	0	2	-8.886673533148317	-8.892366341673428	0	4	-9.862920039009353	-7.835259784462392	1	3	-8.41582883676726	-8.190826929612564
27141	group1	2	1	-9.094099390850705	-9.368386039564724	4	2	-9.020848496177326	-9.264759339353507	1	0	-10.03309233572111	-9.659522062590167
