nCount_RNA	group	gauss_1_-9_0.5	gauss_1_-9_0.5_expression	gauss_0.5_-9.5_0.5_gauss_0.5_-6_0.5	gauss_0.5_-9.5_0.5_gauss_0.5_-6_0.5_expression	gauss_0.75_-9_0.5	gauss_0.75_-9_0.5_expression	gauss_0.5_-9_0.3_gauss_0.5_-7.5_0.1	gauss_0.5_-9_0.3_gauss_0.5_-7.5_0.1_expression	gauss_0.3_-9.5_0.15_gauss_0.4_-8_0.15_gauss_0.3_-6.5_0.15	gauss_0.3_-9.5_0.15_gauss_0.4_-8_0.15_gauss_0.3_-6.5_0.15_expression
19441	group1	2	-9.407773675602373	1	-9.63311836899809	3	-9.2693965552576	0	-9.239022801987016	1	-9.640141789248561
15830	group3	1	-9.364963306143819	1	-9.517342683000608	0	-inf	8	-7.56100468098728	21	-6.624048112753905
13519	group2	0	-9.308373212530583	0	-9.151903123781498	0	-9.705196426387616	2	-7.5236210592612665	6	-8.176985475615778
12824	group1	2	-9.006652110653748	51	-5.544541242567629	3	-8.274131924305461	5	-8.754630438184417	3	-9.363220638049551
13168	group1	6	-8.57099427395446	0	-9.2714057395909	3	-8.888492923310686	7	-7.484416468681383	2	-7.795393773743565
13228	group2	1	-9.679398420550966	47	-5.84236195908008	2	-8.637135433921758	0	-9.290956700904658	19	-6.3112889589985315
14848	group3	1	-9.518644584677492	2	-9.585350775558595	1	-9.009689041818776	8	-7.318771294171442	2	-8.162394675680622
10244	group3	3	-9.462270605788024	68	-5.066895897368493	0	-inf	7	-7.6312872819992705	14	-6.6708335387364395
14969	group2	1	-9.87470271086461	0	-10.584309249451636	0	-8.611188467411841	2	-8.573999542692022	1	-7.802495871878343
12276	group3	8	-8.337038658255759	15	-6.09124881163784	2	-8.367631217522652	1	-8.533657987062007	19	-6.4583959823851025
9003	group3	1	-9.018189321882048	1	-9.832590083042085	0	-8.316836839986603	2	-7.568035660543387	1	-7.913270655942019
12498	group2	6	-8.049610340138088	2	-9.080643507245968	1	-9.136727037389862	5	-7.498916620395064	19	-6.6791668946624805
25746	group2	0	-9.712166837590502	30	-6.914133169756955	5	-9.176076161099264	16	-7.554209393054055	3	-9.149863985735012
14040	group3	1	-8.352908843370413	3	-9.425086024978297	0	-inf	6	-7.548503066978065	13	-6.536065525236051
21460	group3	4	-9.350824266081982	1	-9.023411299852077	3	-8.802565882283647	1	-9.4034063010342	3	-9.467520206648702
17736	group3	2	-9.203684842587192	39	-5.930522141369718	5	-8.896414230056289	4	-8.510298727119913	3	-8.113169209744049
16456	group3	0	-9.494482228545769	2	-9.672620982494474	0	-inf	8	-7.645372734439103	24	-6.505581239872366
22721	group3	4	-9.47493192974383	63	-5.940274917667473	3	-8.717101860096953	11	-7.494264718471924	14	-7.674535761117392
11407	group3	0	-9.661872705614277	0	-9.459864690845098	0	-inf	3	-9.234175524850851	14	-6.744451759834587
14317	group1	2	-8.891833521189763	26	-6.409449600058284	3	-9.35546935572353	3	-8.599140795384406	6	-8.179343651089038
19518	group3	0	-9.65710051626341	2	-9.103237702069642	0	-10.162349415338294	4	-9.16152422883885	5	-8.025796131460284
17465	group2	3	-9.120900932661437	2	-9.156087920539546	6	-8.77499006496117	2	-8.762227572169062	27	-6.329770493697835
20988	group3	2	-9.0046007721217	40	-6.166319632423725	0	-inf	0	-9.30119205348976	0	-9.597060271603112
17348	group3	0	-8.666694657296945	3	-9.304158567839881	3	-8.609377189329338	8	-7.530946210843337	28	-6.527569914728046
11031	group3	2	-8.949804138800227	0	-8.955570767029297	2	-8.678492397703533	1	-8.800203167901994	3	-7.968939941669998
16442	group2	5	-8.839337083268706	1	-8.832344124084342	4	-8.170278545633638	2	-8.965700190702087	26	-6.317789340739377
11858	group1	1	-8.742794219716838	3	-8.804826994945495	4	-8.573885579034767	2	-7.481379608678699	13	-6.6401417892485615
11982	group3	1	-9.00862543262986	21	-6.293193977738479	0	-inf	2	-8.518241754371946	3	-9.428194091777426
14487	group3	0	-8.818326040712867	87	-5.132741827797475	0	-inf	10	-7.40727819602732	26	-6.363220638049551
13764	group1	0	-9.48986009572249	0	-10.325839799895714	2	-9.194166685954727	3	-8.764832339849677	2	-9.47887592709176
18915	group1	3	-9.387735217351961	0	-9.743159290342161	3	-8.507287046984201	1	-9.255196900006752	5	-7.921732438260291
14170	group3	2	-8.051244596430324	24	-6.306375778833285	2	-9.042467376601182	0	-8.894582515777703	27	-6.149863985735012
17759	group3	0	-9.005867107188278	17	-6.696721008500538	0	-inf	2	-9.18975145522181	1	-9.531499790153264
9571	group3	0	-9.355250337333478	23	-5.860283121727564	1	-8.372357502462844	1	-8.933967697371795	2	-7.966041606353564
15740	group2	5	-8.310060049464527	1	-9.664284234998254	7	-8.88100610451976	5	-7.5254808898491925	29	-6.467520206648702
15249	group2	0	-9.078421305257384	1	-9.682307501399215	4	-8.773244682171235	11	-7.511403371447222	11	-7.880130458532309
16771	group3	1	-9.323245513391997	1	-10.31880719182333	3	-8.88613812385277	10	-7.472642286566693	5	-7.931113128545404
8624	group3	0	-9.724495774261023	3	-6.911115634220419	0	-inf	3	-8.530612191321405	2	-9.518075996602333
14252	group3	5	-8.610254066973894	0	-8.849439788722803	4	-8.972747481760672	2	-8.520623129247053	4	-7.995095049508862
8958	group3	0	-9.543150453605445	0	-10.000652576566447	0	-9.748286352071908	2	-8.938581450140587	2	-8.139434438473566
16416	group3	2	-9.269516290010019	45	-5.786491271222262	1	-8.971130013362995	1	-9.22937407507747	26	-6.597060271603112
13221	group3	2	-8.677950006028532	1	-9.4502503673394	0	-inf	1	-8.964306390847007	6	-8.051755550731523
14231	group3	1	-8.90818321287094	41	-5.79650612544395	0	-10.136274135483061	2	-8.367747469979244	28	-6.428194091777426
17030	group1	4	-9.043213436920905	0	-10.702113026413361	2	-8.751098499621802	9	-7.543857333093691	8	-7.864628071573011
21606	group3	4	-9.106993890780764	1	-9.75353690112555	4	-8.504040541794772	13	-7.479561783864184	4	-9.58682386737827
5068	group3	0	-8.427036322932839	0	-9.629024713110518	0	-inf	4	-7.672442388025459	1	-8.174974896150305
23847	group3	15	-7.88486292609916	48	-6.4221541203077654	8	-7.974448358869362	4	-9.025884003300927	14	-7.983351228245681
6497	group1	0	-9.274380414576193	14	-6.279910056463942	2	-8.812961797514053	6	-7.5846128146379845	11	-6.47887592709176
34918	group3	3	-8.715547954748642	4	-9.967934457163492	3	-9.358248240569173	1	-9.420329144251218	7	-8.307259486899717
14121	group3	4	-8.035599847322942	23	-6.300260202704661	0	-9.794788294600085	9	-7.448659696344527	15	-6.531499790153264
15058	group2	1	-8.460471472524635	89	-5.1925633814683705	4	-8.026114921891475	0	-9.399342779048528	10	-8.10434164193732
13896	group2	3	-9.343415812889194	1	-9.132294769269267	1	-9.713135132517305	9	-7.479610322234616	20	-6.518075996602333
20042	group3	1	-9.215340313536975	66	-5.802523389810173	6	-8.552238298284433	10	-7.418093266457462	3	-8.243474087998965
23299	group3	0	-9.29898427125012	28	-6.601906734722362	2	-10.153134749336784	8	-7.631474672338561	10	-7.813318882904126
26573	group3	1	-9.456721704827386	33	-6.623736215805669	4	-9.025744684601655	0	-9.342231952360933	7	-8.273412379066471
7920	group3	0	-9.311952576334331	2	-8.309757769784294	0	-8.65838824438298	0	-8.665414430774922	10	-6.58682386737827
16479	group2	0	-8.86906226052983	35	-6.038773124814277	2	-8.83738209981366	0	-9.088858688659558	5	-8.035940959807176
13783	group3	3	-9.293514502577402	34	-6.006669875675435	0	-inf	9	-7.552447168008629	2	-9.43641986100625
13535	group2	4	-8.56190006867482	1	-9.937790665029224	0	-inf	5	-7.507514231945202	5	-7.89073354033846
48068	group2	4	-8.938372268213604	0	-9.93260498210833	6	-9.020770220639275	1	-9.209160718039866	71	-6.43641986100625
15843	group3	1	-9.198562841428071	3	-8.624090919264438	0	-9.412354452147602	4	-8.882657823108486	3	-9.5580997045025
24812	group2	8	-8.556955039896504	32	-6.384161624796662	0	-inf	7	-8.700197358969586	1	-9.628530222248004
11932	group3	1	-8.84051408713977	1	-9.218979431204925	0	-inf	0	-9.032789814554313	4	-7.9086673596749355
14223	group2	2	-8.867566187107114	5	-9.658047013917198	2	-9.45333308407117	8	-7.509224421743472	2	-9.377702916039038
46257	group3	14	-8.47998077273276	147	-5.8543829949996775	9	-8.495685714779157	25	-7.521688878590988	81	-6.558099704502499
13485	group3	2	-8.71336727573748	37	-6.098665474062363	4	-8.78213503114361	3	-9.226915866809872	25	-6.6285302222480045
23116	group3	2	-9.054449233419021	1	-10.139778441925259	2	-9.080294214161626	14	-7.35925994659712	14	-7.8840222931984165
16560	group3	7	-8.531222578566126	1	-9.133674993293063	0	-inf	4	-8.925062019523477	17	-6.377702916039037
13370	group1	0	-8.84534109889767	0	-9.393420661027076	0	-inf	1	-8.745110834839453	24	-6.5248724027178255
12866	group3	4	-7.5413456185634455	0	-8.72374328316292	1	-8.896586580696555	0	-9.481023918610957	28	-6.103196983190905
13982	group3	5	-8.45065574947644	61	-5.461585175234907	1	-9.463351186523083	11	-7.545521206898935	7	-7.840646925614127
18517	group2	3	-8.42339368931264	0	-9.93547605670016	2	-8.488854566899986	2	-9.406005900920242	26	-6.537420481484702
14275	group3	2	-8.354503314185756	1	-9.586780693226377	0	-inf	6	-8.395096022779944	15	-6.607600684240567
28632	group3	1	-8.960080194371857	80	-5.781294884069603	10	-8.369512815285818	3	-8.860139916732084	30	-6.582424599854509
17558	group3	6	-8.343552294235137	46	-6.046598933163044	2	-9.389925377698708	7	-7.5317190135844765	6	-7.928974246430036
13380	group3	1	-8.98832148621517	42	-5.932184291971964	5	-8.948989556461886	4	-8.88131768031813	26	-6.444336957412271
14868	group3	1	-9.415586701592702	24	-6.441354410787091	8	-8.475876348958003	0	-9.404095488047414	22	-6.60460187086857
18320	group3	1	-9.281993229205078	64	-5.557627902899316	3	-9.320914265411293	8	-7.449543380456953	9	-7.874810319248934
19065	group2	2	-8.736024722833731	0	-9.653967694630408	8	-7.982711610188726	1	-9.28233043026289	17	-6.689495174474919
17303	group2	0	-9.780559945329344	59	-5.808397768269968	0	-inf	2	-9.067445516753152	1	-9.524872402717826
18099	group2	0	-8.895823539272874	36	-6.208497074437662	5	-8.244685521317322	4	-8.616743077820011	9	-8.008121191363948
14507	group2	1	-9.364175042723685	0	-9.608415632263112	1	-9.139437973775351	8	-7.453234141922928	5	-8.00384595316432
14182	group3	7	-8.640891808719074	37	-5.941101725122334	4	-8.510613941102214	2	-8.962294637235907	29	-6.254118149780902
15645	group3	1	-9.373086855328674	31	-6.268342654418756	0	-inf	6	-7.4868611593474395	19	-6.68602169538649
7855	group3	3	-8.063848368862336	2	-8.971182714784947	2	-8.168901757593481	3	-7.335601126834051	4	-8.264060096619488
13959	group3	3	-8.616090935504568	115	-4.756407712334176	0	-inf	1	-9.472690094269224	3	-7.974694218270495
17039	group2	1	-9.634429479586899	30	-6.225680527175325	0	-inf	4	-8.531500601839005	6	-7.809908476636746
23889	group3	8	-8.120620324958082	71	-5.740581936544263	2	-9.62204522781327	7	-8.517860374277015	3	-9.103196983190905
13642	group2	1	-9.113626254680172	47	-5.817775997426837	5	-8.690387895268483	3	-8.729958950884518	0	-9.537420481484702
14115	group3	1	-9.363738054859901	22	-6.399174364524902	2	-9.072175093297457	4	-7.444067635359516	5	-8.112192274923672
13272	group3	1	-9.511899658163099	25	-5.99717110143429	0	-inf	1	-9.317951410300871	4	-8.175462072335565
19617	group2	6	-8.716117630172173	3	-9.078815327500434	2	-9.108268224154266	13	-7.52322428855572	43	-6.272953134800346
17120	group3	3	-8.247739066667664	33	-6.160467353916194	6	-8.644846706487195	4	-7.595422585902588	27	-6.478841515014501
15647	group3	1	-9.289213486265822	1	-9.82020945481346	0	-inf	12	-7.378866858458495	21	-6.659314693833248
20050	group1	3	-9.498810420919026	57	-5.875243225132852	0	-inf	1	-9.183014042961842	7	-7.986314830139719
17880	group3	1	-9.569850044016391	2	-9.546161644720124	3	-9.238538613741175	5	-7.561726719336589	1	-9.607600684240568
22682	group3	4	-8.251797344319893	68	-5.871845804211385	2	-9.699876202584589	2	-9.070863177783798	12	-7.829837151934789
21965	group3	6	-8.164635389144538	1	-9.615406504055628	1	-9.711081181689527	2	-8.953249406044147	7	-7.819013849596835
14617	group2	0	-9.174235570059649	50	-5.616187458747436	1	-9.009867668042004	3	-8.456313882514326	1	-9.582424599854509
21493	group3	1	-8.731147456279556	80	-5.608489956329881	6	-8.685549338797376	15	-7.461615039495494	33	-6.250042939764641
12831	group3	0	-9.00145272513777	1	-9.055438841055778	4	-9.011938285110398	3	-9.39386184599781	4	-8.22506978626541
15221	group2	1	-9.030315151139622	0	-9.588123033262528	1	-9.076297707568227	3	-7.5521930983311645	43	-6.530518040603094
25240	group3	6	-8.517988683891291	53	-6.203531523406906	2	-9.015398210529021	12	-7.291632129307373	12	-7.93249689551849
18333	group3	2	-8.779521999659778	28	-6.262445833560099	3	-8.355343520695287	3	-9.204106981630161	3	-9.44433695741227
17004	group3	1	-8.83525501661926	1	-10.058980925316858	0	-inf	2	-8.99674986118519	1	-9.60460187086857
26210	group3	5	-9.146289467679955	56	-6.294904341707789	5	-8.734773334424968	12	-7.4281941146383765	11	-8.098437401300565
14439	group3	1	-8.592199820144561	1	-9.672654127740667	0	-9.372955523569367	3	-9.162628179162168	14	-6.651132129211746
25820	group3	4	-9.141002951205481	2	-9.523888569345496	0	-inf	1	-9.145509200934196	7	-7.958379354663338
17044	group2	4	-8.975038755966072	20	-6.431265543063323	0	-inf	0	-9.436118203317312	37	-6.4901885661079755
13810	group3	0	-8.890261253112282	11	-6.871436452121259	4	-9.144392328112419	3	-8.982794155415771	24	-6.307033139256193
13125	group2	1	-9.600577827626726	1	-9.041389761160262	3	-8.397655472858572	5	-7.674181506037053	0	-9.689495174474919
16602	group3	1	-9.149547483380573	3	-8.862086549590595	0	-inf	7	-7.471831288314019	2	-9.254118149780902
23241	group1	6	-9.156301506832536	6	-8.854616019078145	2	-9.290151081087293	1	-9.092838632530011	8	-8.338655428789327
12828	group3	1	-8.94939845675084	47	-5.698164269698687	3	-9.197367937559411	2	-8.944138826036097	26	-6.397438502417136
15647	group1	1	-9.55590904538776	38	-6.039806726010998	0	-inf	6	-7.636896314013737	6	-7.86173184345083
15387	group3	0	-9.593275850472505	1	-9.317945690759093	3	-9.012532133213169	9	-7.556059792723792	22	-6.37606328060966
12877	group3	3	-8.188268948353457	25	-6.105636345714504	0	-inf	3	-8.721834588081961	19	-6.236849551363266
13427	group3	6	-8.421778196803176	24	-6.828867372216614	1	-9.532455433092974	11	-7.420752995936146	0	-9.68602169538649
16102	group3	6	-8.555480321648949	0	-9.758967162076786	4	-8.548815975177686	2	-9.076442669547577	5	-8.059338742558296
16997	group3	7	-8.087590606705007	18	-6.750520044903767	2	-10.09473693617334	2	-9.034210114341665	2	-9.272953134800346
18550	group3	1	-8.790202381225221	4	-9.209356879975331	6	-8.274313946834104	10	-7.6284607683559855	7	-7.9692485489374745
22845	group3	1	-9.04553936746359	1	-9.595462282327647	5	-9.217579181324519	6	-8.91792685970008	2	-9.478841515014501
10396	group3	1	-8.75891212578327	5	-7.257719728072096	0	-inf	2	-9.131571999281075	11	-6.467815402320639
36532	group1	2	-9.939643495725084	82	-6.05148051563055	3	-9.628290808344262	2	-8.938685351592552	14	-8.026947653731739
14924	group3	2	-9.549041572710516	59	-5.665385485379847	2	-8.858868259552075	1	-9.517327164076377	24	-6.4436277821882895
14756	group3	3	-8.620681468489275	52	-5.70284542147951	0	-9.85561180139707	1	-9.253838443913954	2	-8.155094894231468
14092	group3	2	-8.983692258421662	1	-9.812626759055936	2	-8.731324829248667	4	-8.845979089033582	0	-9.659314693833249
7954	group3	1	-9.638818167540617	15	-6.0390536686928815	2	-8.613188000591792	6	-7.468114813202726	0	-9.250042939764642
12441	group3	2	-8.670731564220102	1	-9.35537373214987	1	-9.287955172878013	2	-8.938830966703849	8	-7.921169368680159
16689	group3	3	-8.500549175503359	4	-9.299851256575561	1	-9.194447721351748	14	-7.508098205538144	1	-9.530518040603093
15110	group3	6	-8.666060219317833	0	-9.068233949672136	2	-8.52562760262501	3	-8.754279799372387	23	-6.533897624825139
10245	group3	1	-9.015148389719405	10	-6.539369744192795	0	-inf	1	-9.394424017015682	0	-9.651132129211746
19081	group2	1	-9.418024740026192	1	-9.952440940048486	1	-9.3353723611257	10	-7.426332843379638	8	-8.07225057436751
19785	group3	1	-8.946202530915743	50	-6.004490814728439	2	-8.988748836458194	14	-7.596990561295946	10	-8.103262419960869
20400	group3	2	-8.786537835587158	0	-10.336817992727928	3	-8.82619173928637	13	-7.439779594354992	10	-7.901121033251048
15536	group3	1	-9.179294398832653	1	-9.25040782122619	0	-inf	10	-7.53666318516098	0	-9.490188566107975
27141	group1	3	-8.69848204493665	75	-5.998820332838209	7	-8.220020077920447	1	-9.157341504025887	37	-6.718204080665596
38884	group3	5	-8.842784033123765	0	-9.985666103027873	3	-9.251537609765544	21	-7.3993596581149115	13	-8.012540242824812
52776	group3	3	-8.83344272476425	9	-9.004923658931668	9	-8.982659368253442	40	-7.4969840775806365	6	-9.307033139256193
17435	group3	0	-10.016269894410794	0	-10.05417583345428	0	-inf	5	-9.022542695835607	22	-6.521680198967211
26416	group3	8	-8.459453503489454	83	-5.6471237308747435	5	-8.433996295297518	16	-7.436322529274624	2	-9.397438502417135
15577	group3	5	-8.137804140024057	47	-5.617066270580636	0	-10.278363266114049	1	-9.027673265230415	6	-8.104926991005918
32427	group2	1	-9.201233812284809	68	-6.13311836899809	5	-9.134478655133137	4	-9.065066635772963	69	-6.257453179173531
14355	group3	1	-9.73844949059274	1	-9.795045300240687	0	-9.954810163445112	8	-7.368738839293097	3	-7.85910677794846
21953	group3	1	-8.680535340290096	62	-6.017342683000607	1	-9.92003702335171	5	-8.577779839791358	5	-8.088562597353702
15944	group2	1	-9.232829866216916	4	-10.409126228384052	2	-8.021514939588767	2	-9.136563620696807	1	-9.37606328060966
16942	group3	3	-9.483506185504105	5	-8.481675030652987	0	-inf	0	-9.095157040753431	3	-8.004702648149891
19053	group3	1	-8.391141872062324	0	-9.73540338355345	0	-inf	13	-7.393244767891145	22	-6.759658044216882
14319	group3	1	-9.691689676243081	50	-5.651903123781498	0	-inf	0	-8.848630141370862	1	-9.236849551363266
16802	group2	4	-8.64128568898147	47	-5.771405739590899	1	-8.894360096248086	5	-8.859702425768784	31	-6.298408079800853
20271	group3	2	-9.62386706045291	54	-6.085350775558595	4	-8.258256500011589	10	-7.504595192610285	7	-7.88986659691028
14232	group3	7	-8.268866008612264	1	-9.547984735352617	2	-9.120705037208513	2	-8.960583478042318	0	-9.467815402320639
14514	group3	3	-8.741723766978815	13	-7.084309249451636	0	-inf	13	-7.431881156079886	28	-6.460769063915552
13687	group3	2	-9.128697498253414	17	-6.332590083042085	0	-8.729773633802411	8	-7.501822621373674	10	-7.858443551917396
14698	group3	0	-8.925315020942556	48	-5.580643507245969	1	-9.21583338531874	2	-8.506803380502154	18	-6.636577903088918
28743	group3	2	-8.70895630625833	2	-9.77007300660026	3	-9.273475723394851	25	-7.4597841820689705	7	-9.44362778218829
16573	group3	1	-8.585052811284445	2	-9.62725560549055	3	-9.03731928806189	1	-8.832202906078548	7	-7.819975964055424
15930	group1	5	-8.586104285853883	36	-5.925086024978297	2	-8.935833863858218	13	-7.341395545747073	16	-6.490179576386549
7188	group3	1	-8.726634867041787	26	-5.523411299852077	3	-8.233365281169236	8	-7.586965919790503	15	-6.233551680627738
16448	group2	1	-9.238690831116331	37	-6.1726209824944736	0	-9.098414003036456	5	-7.619298514616508	27	-6.5859699782562195
12044	group2	1	-8.667960226236314	36	-5.959864690845098	3	-8.810080387071608	4	-7.4548052800615805	0	-9.533897624825139
13590	group2	1	-9.655662191004748	51	-5.603237702069642	1	-9.128461685675903	6	-7.558126090194271	5	-7.751488413984792
11609	group1	3	-8.497953447699254	1	-9.09316180267088	0	-inf	1	-9.06967286566716	25	-6.381410958065438
14722	group3	3	-8.563497081342234	0	-9.455934471350782	0	-8.927565949512605	0	-9.286267757707765	6	-7.993252521670099
16776	group2	5	-8.302959478749784	0	-9.514467922818339	0	-inf	13	-7.380573657423343	7	-8.119726452537071
9129	group3	0	-9.29438980358426	34	-5.656087920539546	0	-9.655588352537462	2	-8.636600575375486	0	-9.718204080665595
17670	group3	0	-8.906894150765199	4	-8.913658719717919	3	-8.45428886805615	4	-9.185180158009764	13	-7.752794896899323
16350	group2	2	-8.570856999558895	0	-10.185211991457285	0	-9.260438068521545	1	-8.884845118486481	37	-6.330272903939619
11926	group3	0	-8.841071060448872	1	-8.943235104840998	0	-inf	9	-7.4176943148267975	5	-7.791258855282822
20808	group3	1	-9.213333642019226	5	-8.711554910929753	3	-8.979233261164186	3	-9.156579294993493	7	-8.044904192484287
14709	group3	0	-8.84633446647647	0	-10.203349792456807	2	-9.107075248707929	7	-7.440453286987322	20	-6.634564099626105
14690	group3	3	-8.965983982665794	53	-5.804158567839881	4	-8.507676061207409	9	-7.504268697199347	5	-9.52168019896721
14329	group3	0	-8.502148029294748	56	-5.455570767029297	0	-inf	3	-8.374896387922117	22	-6.405093220707763
28317	group3	2	-9.314231276377395	1	-9.373527037038896	3	-8.739167829568116	0	-8.78458234391513	1	-9.257453179173531
16092	group2	2	-8.830256097215507	0	-10.152716713465063	0	-inf	9	-7.5484074915976604	0	-9.759658044216883
14160	group3	0	-8.853534437159714	64	-5.332344124084343	4	-8.99350339861101	8	-7.589694043464228	19	-6.419726727106741
15401	group3	1	-8.621335937851468	72	-5.304826994945495	0	-inf	9	-7.5570812123581455	0	-9.298408079800852
15665	group2	1	-9.036446122605938	20	-6.825839799895714	2	-8.912499690445355	0	-9.52254451811116	1	-9.460769063915551
21370	group2	2	-8.936342682213956	32	-6.243159290342161	2	-8.828280277569807	3	-8.915493864942057	2	-9.636577903088918
17194	group3	1	-9.03547483745043	1	-10.564934602402166	2	-8.621727687802855	1	-9.410688942041212	25	-6.571122861546937
12713	group3	0	-8.982967068723074	0	-9.933562752348754	1	-8.7465201948918	5	-7.50560139040432	21	-6.397252112843276
13514	group3	1	-8.995820418621259	20	-6.164284234998253	0	-8.357396478974156	1	-9.168179378171375	11	-6.554179127787534
12760	group3	1	-9.163372275690879	34	-6.182307501399216	10	-8.190787743742693	7	-7.597171158396402	4	-7.894819263141141
18671	group3	11	-7.586350102970175	28	-6.81880719182333	0	-inf	4	-8.762258987808439	24	-6.586614490171196
24455	group2	2	-9.421955743968901	109	-5.349439788722803	2	-8.692792324307572	1	-9.385382305067958	5	-8.056640234111118
19678	group3	2	-9.586704953166047	26	-6.500652576566447	0	-9.661304488821933	1	-8.90434443960818	2	-8.233595160622496
19912	group3	1	-9.397813306394562	2	-9.247317552093435	0	-inf	1	-9.024294616614432	26	-6.685209424869855
5737	group3	0	-9.355026274496526	14	-5.9502503673394	1	-8.126079397669072	1	-8.778998530138912	2	-7.844273657291437
18001	group3	1	-8.994281714422291	11	-7.202113026413362	4	-7.925045216651236	0	-9.290971683887838	3	-7.948092220312198
13207	group3	3	-8.284533601078682	14	-6.253536901125551	1	-9.182050156532068	6	-7.401613537783046	5	-7.981642733659753
17141	group2	0	-8.155808108502498	2	-9.130674081953412	1	-9.206999627717861	5	-8.819338783064975	1	-9.490179576386549
23639	group3	6	-8.881337818018403	5	-9.693312890443856	0	-10.029447747382239	1	-9.10998955548294	3	-9.233551680627738
14544	group3	0	-10.24910635712983	1	-9.942288851646675	2	-8.610378506402666	2	-8.698078974344734	23	-6.442178016012382
20534	group3	5	-8.807820323462671	1	-9.728654414205367	5	-9.50392940863259	15	-7.4397599850333584	8	-7.746499094363869
18863	group3	0	-9.655327282812697	2	-9.867820261421752	2	-8.085263869094732	3	-8.99095223274191	10	-7.78509317874852
12953	group3	0	-9.250350787593753	0	-9.824602579780942	0	-10.238643941994884	8	-7.632191880324485	21	-6.564378498868186
19694	group1	0	-9.57486139407057	54	-6.1290247131105176	4	-8.96380152756981	5	-7.7695147181467075	33	-6.583838940611761
12340	group1	3	-8.787188710194481	0	-10.714126728933477	3	-8.662758835647134	2	-8.80896758782387	0	-9.58596997825622
21091	group2	1	-9.313303722298526	43	-6.4679344571634925	2	-9.201143625461308	7	-8.60621651787929	3	-8.096243543575596
6158	group3	0	-8.61394016127965	22	-5.632294769269266	0	-9.397730556958887	1	-8.679734303673435	0	-8.166278908427708
23887	group3	3	-8.761348801804058	202	-4.809757769784294	4	-8.875383242219899	4	-9.013785577830856	10	-8.284205489472859
21787	group2	2	-9.120034783376395	3	-9.628562484612159	0	-inf	9	-8.795643468239657	29	-6.672349996610081
13120	group1	2	-8.959719814698955	22	-6.437790665029224	0	-inf	0	-9.005467864121021	3	-9.38141095806544
9417	group2	1	-8.54129011679888	0	-9.568489148044174	1	-9.263795086096442	3	-8.879352546206912	13	-6.704773366439757
11883	group1	2	-9.18606595793806	26	-6.432604982108331	0	-9.171632431293437	4	-7.3937238188976915	1	-9.330272903939619
13737	group3	2	-8.542190557253383	74	-5.124090919264438	0	-inf	1	-8.524186637241217	0	-9.634564099626104
15070	group1	2	-9.00965800334379	48	-5.718979431204926	5	-9.019689917081287	3	-9.260897759371508	3	-7.999066656927306
21230	group3	4	-8.86530127359757	2	-8.418768793938925	3	-9.278657390286442	10	-7.622770677018615	9	-8.057918709836578
16285	group2	4	-8.60037956443224	27	-6.158047013917197	0	-inf	7	-7.788321806986847	6	-7.9455204269713695
17276	group3	4	-8.334233738210536	1	-9.171224376552539	0	-inf	11	-7.666569163454211	4	-9.405093220707764
25232	group3	4	-8.73959390056113	0	-9.580131279416491	1	-9.114004754233639	15	-7.481741412138509	12	-7.998072687645684
12644	group3	3	-8.970814058018501	17	-6.639778441925259	3	-8.60657325567865	2	-9.357895543849525	0	-9.41972672710674
13644	group3	1	-8.639657032618915	1	-9.473486758620055	2	-9.1955180709771	4	-7.3680611960363125	8	-8.098449857015611
13592	group2	0	-9.772723818709897	2	-9.34582186920341	0	-8.917032645204143	3	-8.86441584018474	0	-9.571122861546936
6333	group3	2	-8.18051919842302	0	-9.861144027532196	0	-inf	0	-9.174378270582816	2	-9.397252112843276
23809	group3	0	-9.662745632847493	0	-10.551779171296614	1	-9.377889069505517	11	-7.410080509278314	6	-8.060652454925245
15435	group2	3	-8.548145283391023	49	-5.633674993293064	5	-8.543366008542067	13	-7.355924977247138	3	-8.233700949442126
20670	group3	4	-9.282081965272692	0	-9.875687420871227	0	-9.643504195929854	24	-7.324985782179305	3	-7.8157429944076995
14338	group3	7	-8.746374207730314	3	-9.624071667725527	0	-inf	2	-8.64172097227003	2	-8.079882818297197
17122	group3	2	-9.058283712028373	57	-5.893420661027075	0	-inf	5	-8.753082944480393	3	-7.908146590432433
15127	group3	0	-8.848205120465611	1	-9.45321410643594	3	-8.521779851667203	2	-8.821359860961966	4	-8.09866224562787
23476	group3	3	-9.400393519783384	94	-5.22374328316292	0	-10.513524002117794	21	-7.316059920690227	6	-7.989372166142748
22406	group1	0	-10.080314002149834	27	-6.435476056700161	0	-inf	9	-7.5954540830043396	32	-6.618385852298254
18686	group2	4	-8.796672175325732	0	-9.869803537976294	0	-inf	12	-7.519547833479817	4	-7.905489979892414
16078	group3	1	-9.300252169312142	44	-6.086780693226377	1	-9.455587767593014	1	-9.01280609159804	0	-9.554179127787533
18577	group2	2	-9.324317883800788	0	-9.972875855995664	0	-9.79490724187655	7	-7.5621187407389225	1	-9.586614490171195
12760	group3	0	-9.362661568391024	0	-9.643851854813864	0	-inf	0	-9.145222474792982	2	-8.04107025706573
22207	group3	8	-8.00779437555744	57	-6.153967694630407	3	-8.493123448725393	5	-9.269082130392684	31	-6.390506027340967
